DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC BALI,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,02213,L-SR16PD-EM,8993137705578,EMINA SUGAR RUSH LIPSTICK 16 PEACH DROPS 3.8 G,32882.89,5,0,5,164414.45,0,164414.45,
DC BALI,EMINA,LIP MAKE UP,EMINA LIP TINT ERASER,01804,REM-LTWO-EM10ML,8993137699402,EMINA LIP TINT ERASER 10 ML,36486.49,1,0,1,36486.49,0,36486.49,
DC BALI,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02363,L-CUSH06-EM,8993137706902,EMINA LIP CUSHION 06. COFFEE PLEASE 9 G,49099.1,8,0,8,392792.8,0,392792.8,
DC BALI,EMINA,FACE CLEANSER,EMINA MS. PIMPLE FACE WASH,01913,FW-PHAS-EM50ML,8993137701990,EMINA MS. PIMPLE ACNE SOLUTION FACE WASH 50 ML,16216.22,1,0,1,16216.22,0,16216.22,
DC BALI,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,00958,L-SR01PV-EM3.8GR,8993137693424,EMINA SUGAR RUSH LIPSTICK 01 PINK VELVET 3.8 GR (PC(S)),32882.89,1,0,1,32882.89,0,32882.89,
DC BALI,EMINA,FACE MAKE UP,EMINA CITY CHIC CC CREAM,01903,CCC-CCL-EM20ML,8993137691321,EMINA CITY CHIC CC CREAM LIGHT 20 ML (PC(S)),48198.2,1,0,1,48198.2,0,48198.2,
DC BALI,EMINA,EYE MAKE UP,EMINA DOUBLE AGENT EYEBROW,00825,EB-DABR-EM0.3GR,8993137691703,EMINA DOUBLE AGENT EYEBROW BROWN 0.3 GR (PC(S)),73423.43,2,0,2,146846.86,0,146846.86,
DC BALI,EMINA,FACE MAKE UP,EMINA CHEEK LIT CREAM BLUSH,01643,BO-CLCNB-EM10ML,8993137700047,EMINA CHEEK LIT CREAM BLUSH NUDIE BROWN 10 ML,27477.48,4,0,4,109909.92,0,109909.92,
DC BALI,EMINA,FACE MOISTURIZER,EMINA MASQUERADE SHEET MASK,01794,FM-MPO-EM,8993137702638,EMINA MASQUERADE FACE MASK POMEGRANATE 23 G,12612.62,1,0,1,12612.62,0,12612.62,
DC BALI,EMINA,FACE MAKE UP,EMINA CHEEK LIT CREAM BLUSH,00776,BO-CLCPE-EM10ML,8993137691505,EMINA CHEEK LIT CREAM BLUSH PEACH 10 ML (PC(S)),27477.48,22,0,22,604504.56,0,604504.56,
DC BALI,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,01888,B-RBMLP01-EM,8993137691345,EMINA BARE WITH ME MINERAL LOOSE POWDER 01 FAIR 8 G,47747.75,1,0,1,47747.75,0,47747.75,
DC BALI,EMINA,LIP MAKE UP,EMINA LIP MASK,02026,LB-LM-EM,8993137703048,EMINA LIP MASK 9 G,32882.89,1,0,1,32882.89,0,32882.89,
DC BALI,EMINA,LIP MAKE UP,EMINA CREAMATTE,01679,L-CM14-EM5.5GR,8993137700580,EMINA CREAMATTE 14 GINGERALE 5.5 GR,41441.45,2,0,2,82882.9,0,82882.9,
DC BALI,EMINA,BODY LOTION,EMINA BODY SORBET,00966,HBL-KW-EM100ML,8993137694186,EMINA BODY SORBET KIWI 100 ML (PC(S)),38738.74,1,0,1,38738.74,0,38738.74,
DC BALI,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01266,FM-GS-EM60ML,8993137693509,EMINA GRAPE SEED OLIVE FACE MASK 60 ML (PC(S)),34234.24,1,0,1,34234.24,0,34234.24,
DC BALI,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM,02000,L-IPMLMP09-W,8993137704397,WARDAH INSTAPERFECT MATTESETTER LIP MATTE PAINT 09. ICON 5.5 G,77927.93,1,0,1,77927.93,0,77927.93,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,01515,L-CLRT15-MO4G,8993137698214,MAKE OVER CREAMY LUST LIPSTICK 15 RED TANGO 4 G (PC(S)),69369.37,9,0,9,624324.33,0,624324.33,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY ILLUMINATOR,02401,PRM-PRI02-MO,8993137706650,MAKE OVER POWERSTAY RADIANT ILLUMINIZER SUN KISSED 25 G,109909.91,1,0,1,109909.91,0,109909.91,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01256,"L-IMC017-MO6,5G",8993137697620,"MAKE OVER INTENSE MATTE LIP CREAM 017 SAVVY 6,5 G (PC(S))",91891.9,5,0,5,459459.5,0,459459.5,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00906,L-LRB-MO5ML,8993137693400,MAKE OVER LIQUID LIP COLOR RED BABYDOLL 5 ML (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC BALI,MAKE OVER,FACE CLEANSER,MAKE OVER CLEANSING CREAM,00756,CLN-C-MO60ML,8993137683395,MAKE OVER CLEANSING CREAM 60 ML (PC(S)),50450.46,5,0,5,252252.3,0,252252.3,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER CREAMY FOUNDATION,00519,F-C1PC02-MO12G,8993137681773,MAKE OVER PERFECT COVER CREAMY FOUNDATION 02 CLASSIC CONGO 12 G (PC(S,115315.32,1,0,1,115315.32,0,115315.32,
DC BALI,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01970,M-PSRT40-MO,8993137702966,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 40 MEDIUM BEIGE 40 ML,121621.63,4,0,4,486486.52,0,486486.52,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00907,L-LPPI-MO5ML,8993137693370,MAKE OVER LIQUID LIP COLOR PENELOPE PINK 5 ML (PC(S)),69369.37,1,0,1,69369.37,0,69369.37,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02405,TC-PMN20-MO,8993137707756,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,164864.87,10,0,10,1648648.7,0,1648648.7,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,01514,L-CLPC14-MO4G,8993137698207,MAKE OVER CREAMY LUST LIPSTICK 14 PINK COCKTAIL 4 G (PC(S)),69369.37,1,0,1,69369.37,0,69369.37,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01132,L-UHPA002-MO2.3G,8993137696814,MAKE OVER ULTRA HI-MATTE LIPSTICK 002 PINK ALCATRAZ 2.3 G (PC(S)),81981.99,3,0,3,245945.97,0,245945.97,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00737,"L-USMT08-MO3,8G",8993137682756,"MAKE OVER ULTRA SHINE LIPSTICK 08 MOCHA TOFFEE 3,8 G (PC(S))",69369.37,3,0,3,208108.11,0,208108.11,
DC BALI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00634,ES-TLFS-MO6G,8993137690980,MAKE OVER TRIVIA EYE SHADOW LOVE AT FIRST SIGHT 6 G (PC(S)),78378.38,5,0,5,391891.9,0,391891.9,
DC BALI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00635,ES-TDOC-MO6G,8993137690959,MAKE OVER TRIVIA EYE SHADOW DOLLY CRUSH 6 G (PC(S)),78378.38,6,0,6,470270.28,0,470270.28,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00732,"L-USAA03-MO3,8G",8993137682701,"MAKE OVER ULTRA SHINE LIPSTICK 03 ARTFUL AMETHYST 3,8 G (PC(S))",69369.37,3,0,3,208108.11,0,208108.11,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01145,L-UHFF015-MO2.3G,8993137696906,MAKE OVER ULTRA HI-MATTE LIPSTICK 015 FAME FATALE 2.3 G (PC(S)),81981.99,1,0,1,81981.99,0,81981.99,
DC BALI,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYE SHADOW PRIMER,02082,ES-PPR-MO,8993137701471,MAKE OVER POWERSTAY EYESHADOW PRIMER 7 G,73873.88,6,0,6,443243.28,0,443243.28,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00684,L-CLCH09-MO4G,8993137682886,MAKE OVER CREAMY LUST LIPSTICK 09 CLOVER HAZE 4 G (PC(S)),69369.37,1,0,1,69369.37,0,69369.37,
DC BALI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00586,ES-PGA-MO2G,8993137682367,MAKE OVER POWDER EYE SHADOW GOLDEN ATTACK 2 G (PC(S)),69369.37,5,0,5,346846.85,0,346846.85,
DC BALI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00584,ES-PFP-MO2G,8993137682398,MAKE OVER POWDER EYE SHADOW FROZEN PINK 2 G (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01133,L-UHSR003-MO2.3G,8993137696821,MAKE OVER ULTRA HI-MATTE LIPSTICK 003 SOPHIST RED 2.3 G (PC(S)),81981.99,5,0,5,409909.95,0,409909.95,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01980,L-CSGC103-MO,8993137702591,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,87387.39,2,0,2,174774.78,0,174774.78,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00709,L-LH-MO5ML,8993137683289,MAKE OVER LIQUID LIP COLOR HAZELNUT 5 ML (PC(S)),69369.37,3,0,3,208108.11,0,208108.11,
DC BALI,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYE LINER LIQUID,01674,EL-PPLCB-MO2.7G,8993137700450,MAKE OVER POWERSTAY PRECISION LIQUID LINER COBALT BLUE 2.7 G,87387.39,3,0,3,262162.17,0,262162.17,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00705,L-LFP-MO5ML,8993137683326,MAKE OVER LIQUID LIP COLOR FLARE PINK 5 ML (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER TWC,00887,TC-PC02-MO12G,8993137681636,MAKE OVER PERFECT COVER TWC 02 CORAL 12 G (PC(S)),137837.84,6,0,6,827027.04,0,827027.04,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,00980,"L-IMC002-MO6,5G",8993137693837,"MAKE OVER INTENSE MATTE LIP CREAM 002 HEIRESS 6,5 G (PC(S))",91891.9,1,0,1,91891.9,0,91891.9,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01138,L-UHRR008-MO2.3G,8993137696937,MAKE OVER ULTRA HI-MATTE LIPSTICK 008 RUNWAY REBEL 2.3 G (PC(S)),81981.99,3,0,3,245945.97,0,245945.97,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02407,TC-PMN40-MO,8993137707763,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N40 SAND 12 G,164864.87,10,0,10,1648648.7,0,1648648.7,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,00985,"L-IMC007-MO6,5G",8993137693882,"MAKE OVER INTENSE MATTE LIP CREAM 007 SCARLET 6,5 G (PC(S))",91891.9,6,0,6,551351.4,0,551351.4,
DC BALI,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01968,M-PSRT20-MO,8993137702942,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 20 LIGHT BEIGE 40 ML,121621.63,7,0,7,851351.41,0,851351.41,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01134,L-UHRH004-MO2.3G,8993137696838,MAKE OVER ULTRA HI-MATTE LIPSTICK 004 RED HEATWAVE 2.3 G (PC(S)),81981.99,3,0,3,245945.97,0,245945.97,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02104,L-PVW01-MO,8993137705462,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A01 BUMBLE 5.5 G,91891.9,7,0,7,643243.3,0,643243.3,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00733,"L-USRJ04-MO3,8G",8993137682718,"MAKE OVER ULTRA SHINE LIPSTICK 04 REDDISH JUNK 3,8 G (PC(S))",69369.37,5,0,5,346846.85,0,346846.85,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01424,"L-IMC010-MO6,5G",8993137696432,"MAKE OVER INTENSE MATTE LIP CREAM 010 LUX 6,5 G (PC(S))",91891.9,7,0,7,643243.3,0,643243.3,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER LIQUID FOUNDATION,00533,F-LUC08-MO33ML,8993137692212,MAKE OVER ULTRA COVER LIQUID MATT FOUNDATION 08 PEARL 33 ML (PC(S)),124324.33,1,0,1,124324.33,0,124324.33,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00667,"BO-SPS03-MO3,5G",8993137681933,"MAKE OVER BO 03 PROMISCIOUS PEACH REFILL PACK 3,5 G (PC(S))",41441.45,1,0,1,41441.45,0,41441.45,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION,01582,F-LPWW33-MO33ML,8993137699662,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION W33 HONEY BEIGE 33 ML,145945.95,1,0,1,145945.95,0,145945.95,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01135,L-UHCR005-MO2.3G,8993137696845,MAKE OVER ULTRA HI-MATTE LIPSTICK 005 CHAMPAGNE ROSE 2.3 G (PC(S)),81981.99,5,0,5,409909.95,0,409909.95,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY ILLUMINATOR,02400,PRM-PRI01-MO,8993137706643,MAKE OVER POWERSTAY RADIANT ILLUMINIZER LUMIERE 25 G,109909.91,2,0,2,219819.82,0,219819.82,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION,02424,F-LPWN50-MO,8993137707374,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION N50 TAN 33 ML,145945.95,3,0,3,437837.85,0,437837.85,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,01516,"L-USPP14-MO3,8G",8993137698221,"MAKE OVER ULTRA SHINE LIPSTICK 14 PENINSULA PEACH 3,8 G (PC(S))",69369.37,1,0,1,69369.37,0,69369.37,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CREAM MATTE,01254,"L-IMC015-MO6,5G",8993137697606,"MAKE OVER INTENSE MATTE LIP CREAM 015 COQUETTE 6,5 G (PC(S))",91891.9,7,0,7,643243.3,0,643243.3,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER CREAMY FOUNDATION,00518,F-C1PC01-MO12G,8993137681766,MAKE OVER PERFECT COVER CREAMY FOUNDATION 01 RICH ALMOND 12 G (PC(S)),115315.32,3,0,3,345945.96,0,345945.96,
DC BALI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01559,L-CSMC104-MO2.6G,8993137699310,MAKE OVER COLOR STICK MATTE CRAYON 104 BLAKE 2.6 G,87387.39,1,0,1,87387.39,0,87387.39,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER TWC REFILL,00894,TC-RPC02-MO12G,8993137685511,MAKE OVER PERFECT COVER REFILL TWC 02 CORAL 12 G (PC(S)),90991.0,5,0,5,454955,0,454955,
DC BALI,MAKE OVER,FACE MAKE UP,MAKE OVER TWC,00900,TC-PC08-MO12G,8993137688222,MAKE OVER PERFECT COVER TWC 08 HONEY 12 G (PC(S)),137837.84,8,0,8,1102702.72,0,1102702.72,
DC BALI,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL COLD WAVE,00341,C-P1-P5,8993137684033,PUTRI COLD WAVE 5 L (PC(S)),130180.19,6,0,6,781081.14,0,781081.14,
DC BALI,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00306,HT-P1Y1-P200D,8993137252010,"HAIR TONIC NORMAL HAIR (YELLOW), 200 MLD",22432.44,1,0,1,22432.44,0,22432.44,
DC BALI,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL NEUTRALIZER,00345,N-P1L-P5,8993137150057,PUTRI NEUTRALIZER LOTION 5 L (PC(S)),127387.39,3,0,3,382162.17,0,382162.17,
DC BALI,PUTRI,CREAMBATH,PUTRI NATURE CREAMBATH,00315,CB-P1L1-P240,8993137683654,PUTRI NATURAL CREAMBATH ALOE VERA 240 ML (PC(S)),18648.65,24,0,24,447567.6,0,447567.6,
DC BALI,WARDAH,PACKAGE PERSONAL CARE,WARDAH PAKET HAJI PACKAGE,00288,PH-HU-W,8993137677363,PAKET HAJI DAN UMROH WARDAH (PC(S)),123873.88,14,0,14,1734234.32,0,1734234.32,
DC BALI,WARDAH,CONDITIONER,WARDAH CONDITIONER,01706,HC-NS-W170ML,8993137699570,WARDAH NUTRI SHINE CONDITIONER 170 ML (PC(S)),21621.63,1,0,1,21621.63,0,21621.63,
DC BALI,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01972,MA-NDSGT-W,8993137702065,WARDAH NATURE DAILY SHEET MASK GREEN TEA 20 ML,14414.42,84,0,84,1210811.28,0,1210811.28,
DC BALI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02049,F-RECF01-W,8993137678803,WARDAH EXCLUSIVE CREAMY FOUNDATION 01 LIGHT BEIGE 12 G,82882.89,1,0,1,82882.89,0,82882.89,
DC BALI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02053,F-RECF05-W,8993137678841,WARDAH EXCLUSIVE CREAMY FOUNDATION 05 COFFEE BEIGE 12 G,82882.89,1,0,1,82882.89,0,82882.89,
DC BALI,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02320,FM-NDOPB-W,8993137706674,WARDAH NATURE DAILY ORANGE POMELO BRIGHTENING WASH OFF CAPSULE MASK 10 ML,18468.47,1,0,1,18468.47,0,18468.47,
DC BALI,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE SHADOW,00941,"ES-EPS-W3,3GR",8993137692366,"WARDAH EYEXPERT EYESHADOW PASSIONATE 3,3 GR",41441.45,1,0,1,41441.45,0,41441.45,
DC BALI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,00025,F-WOECSP02-W10GR,8993137678810,WARDAH EXCLUSIVE CREAMY FOUNDATION 02 SHEER PINK 10 GR (PC(S)),82882.89,1,0,1,82882.89,0,82882.89,
DC BALI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,00028,F-WOECCB05-W10GR,8993137678841,WARDAH EXCLUSIVE CREAMY FOUNDATION 05 COFFEE BEIGE 10 GR (PC(S)),82882.89,3,0,3,248648.67,0,248648.67,
DC BANGKA,EMINA,FACE MAKE UP,EMINA CHEEK LIT CREAM BLUSH,00776,BO-CLCPE-EM10ML,8993137691505,EMINA CHEEK LIT CREAM BLUSH PEACH 10 ML (PC(S)),27477.48,56,0,56,1538738.88,0,1538738.88,
DC BANGKA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02407,TC-PMN40-MO,8993137707763,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N40 SAND 12 G,164864.87,15,0,15,2472973.05,0,2472973.05,
DC BANGKA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY MATTE CUSHION,02330,CUS-PDMCW41-MO,8993137707497,MAKE OVER POWERSTAY DEMI-MATTE COVER CUSHION W41 CORAL SAND 15 G,187387.39,3,0,3,562162.17,0,562162.17,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00733,"L-USRJ04-MO3,8G",8993137682718,"MAKE OVER ULTRA SHINE LIPSTICK 04 REDDISH JUNK 3,8 G (PC(S))",69369.37,10,0,10,693693.7,0,693693.7,
DC BANGKA,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01970,M-PSRT40-MO,8993137702966,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 40 MEDIUM BEIGE 40 ML,121621.63,6,0,6,729729.78,0,729729.78,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00907,L-LPPI-MO5ML,8993137693370,MAKE OVER LIQUID LIP COLOR PENELOPE PINK 5 ML (PC(S)),69369.37,3,0,3,208108.11,0,208108.11,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01979,L-CSGC102-MO,8993137702584,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,87387.39,3,0,3,262162.17,0,262162.17,
DC BANGKA,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00673,BO-SST09-MO3.5G,8993137692267,MAKE OVER BO 09 SUMMER TWIST REFILL PACK 3.5 G (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC BANGKA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02405,TC-PMN20-MO,8993137707756,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N20 IVORY 12 G,164864.87,3,0,3,494594.61,0,494594.61,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00906,L-LRB-MO5ML,8993137693400,MAKE OVER LIQUID LIP COLOR RED BABYDOLL 5 ML (PC(S)),69369.37,9,0,9,624324.33,0,624324.33,
DC BANGKA,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01969,M-PSRT30-MO,8993137702959,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 30 BEIGE 40 ML,121621.63,13,0,13,1581081.19,0,1581081.19,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00732,"L-USAA03-MO3,8G",8993137682701,"MAKE OVER ULTRA SHINE LIPSTICK 03 ARTFUL AMETHYST 3,8 G (PC(S))",69369.37,1,0,1,69369.37,0,69369.37,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01982,L-CSGC105-MO,8993137702614,MAKE OVER COLOR STICK GLOSS CRAYON 105 JOLENE 3 G,87387.39,2,0,2,174774.78,0,174774.78,
DC BANGKA,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01968,M-PSRT20-MO,8993137702942,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 20 LIGHT BEIGE 40 ML,121621.63,58,0,58,7054054.54,0,7054054.54,
DC BANGKA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION,01584,F-LPWW42-MO33ML,8993137699686,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION W42 WARM SAND 33 ML,145945.95,8,0,8,1167567.6,0,1167567.6,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01980,L-CSGC103-MO,8993137702591,MAKE OVER COLOR STICK GLOSS CRAYON 103 EMMA 3 G,87387.39,9,0,9,786486.51,0,786486.51,
DC BANGKA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00683,L-CLTB08-MO4G,8993137682879,MAKE OVER CREAMY LUST LIPSTICK 08 TWILIGHT BUFF 4 G (PC(S)),69369.37,13,0,13,901801.81,0,901801.81,
DC BANGKA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00584,ES-PFP-MO2G,8993137682398,MAKE OVER POWDER EYE SHADOW FROZEN PINK 2 G (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC BANGKA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00210,B-W3RELCP02-W14G,8993137680240,WARDAH REFILL EVD LUM COMPACT POWDER 02 BEIGE 14 G (PC(S)),28378.38,28,0,28,794594.64,0,794594.64,
DC BANJARMASIN,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM,03702,L-IPBMLMP07-W,8993137704410,WARDAH INSTAPERFECT BOOKMARK MATTESETTER LIP MATTE PAINT 07. DAZZLE 5.5 G,77927.93,3,0,3,233783.79,0,233783.79,
DC BANJARMASIN,PUTRI,CREAMBATH,PUTRI SPA BOTANICAL GARDEN,00372,CB-P1BG-P720,8993137683807,PUTRI SS BOTANICAL GARDEN SPA WLEO 720 ML (PC(S)),62792.8,10,0,10,627928,0,627928,
DC BANJARMASIN,PUTRI,HAIR MASK,PUTRI SPA HAIR MASK,00375,HM-P1SPA-P240,8993137683814,PUTRI SPA SERIES HAIR MASK 240 ML (PC(S)),27837.84,7,0,7,194864.88,0,194864.88,
DC BANJARMASIN,PUTRI,BODY SCRUB,PUTRI SPA BODY SCRUB,00384,LW-P1-P720,8993137247207,PUTRI OLIVE BODY SCRUB 720 ML (PC(S)),54054.06,6,0,6,324324.36,0,324324.36,
DC BANJARMASIN,PUTRI,HAIR STYLING,PUTRI STYLING GLAZE,00398,SGL-P1-P200,8993137222013,PUTRI STYLING GLAZE 200 ML (PC(S)),21351.36,12,0,12,256216.32,0,256216.32,
DC BANJARMASIN,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00310,HT-P1G1-P200D,8993137252034,"HAIR TONIC NORMAL TO OILY HAIR (GREEN), 200 MLD",22432.44,10,0,10,224324.4,0,224324.4,
DC BANTEN,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND SPRAY,02445,HS-AVHS-EM,8993137710251,EMINA ALOE VERA HAND SPRAY 80 ML,22522.53,420,400,20,9459462.6,9009012,450450.6,
DC BANTEN,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02468,HS-AVHGN2-EM,8993137710404,EMINA ALOE VERA HAND GEL 50 ML,14864.87,590,590,0,8770273.3,8770273.3,0,
DC BANTEN,EMINA,FACE MAKE UP,EMINA CHEEK LIT CREAM BLUSH,00776,BO-CLCPE-EM10ML,8993137691505,EMINA CHEEK LIT CREAM BLUSH PEACH 10 ML (PC(S)),27477.48,270,270,0,7418919.6,7418919.6,0,
DC BANTEN,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,01602,L-SR10CC-EM3.8GR,8993137699891,EMINA SUGAR RUSH LIPSTICK 10 CARROT CAKE 3.8 GR (PC(S)),32882.89,9,9,0,295946.01,295946.01,0,
