"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"4967","-","DUSS-PMFW41R0-MO/H0005","DUSS-PMFW41R0-MO/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Dus Sticker Powerstay Matte Powder Foundation W41 MO","Next Process","Done","DUSS-PMFW41R0-MO","(not set)",""
"4968","MO-B-DMLP02-BULK/H0012","B-DMLP02-EM/H0012","B-DMLP02-EM/H0012","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Daily Matte Loose Powder 02 Natural Beige 20 g","Next Process","Done","B-DMLP02-EM","(not set)",""
"4969","MO-BO-SPS03-BULK/H0016","BO-SKPS03-MO6G/H0011","BO-S03PP6GRRNFS-MO/H0011","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER BO Single 03 Promiscious Peach 6g (Pc(s))","Next Process","Done","BO-SKPS03-MO6G","(not set)",""
"4970","-","DUSS-PMFW33R0-MO/H0007","DUSS-PMFW33R0-MO/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Dus Sticker Powerstay Matte Powder Foundation W33 MO","Next Process","Done","DUSS-PMFW33R0-MO","(not set)",""
"4971","MO-B-PT06-BULK/H0012","B-PT06-MO35G/H0012","B-PT06-MO35G/H0012","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","Next Process","Done","B-PT06-MO35G","(not set)",""
"4972","MO-B-DMLP01-BULK/H0007","B-DMLP01-EM/H0007","B-DMLP01-EM/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Daily Matte Loose Powder 01 Light Beige 20 g","Next Process","Done","B-DMLP01-EM","(not set)",""
"4973","MO-B-DMCP03-BULK/H0005","B-DMCP03-EM/H0005","B-DMCP03-EM/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Daily Matte Compact Powder 03 Caramel 11 g","Next Process","Done","B-DMCP03-EM","(not set)",""
"4974","MO-B-DMCP02-BULK/H0011","B-DMCP02-EM/H0010","B-DMCP02-EM/H0010","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","(not set)",""
"4975","MO-B-DMCP02-BULK/H0010","B-DMCP02-EM/H0009","B-DMCP02-EM/H0009","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","(not set)",""
"4976","MO-ES-PRPPH03-BULK/H0003","ES-PRPPH-EM3.3GR/H0003","ES-PRPPH-EM3.3GR/H0003/03/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","Done","ES-PRPPH-EM3.3GR","(not set)",""
"4977","MO-B-DMCP01-BULK/H0009","B-DMCP01-EM/H0008","B-DMCP01-EM/H0008","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Daily Matte Compact Powder 01 Light 11 g","Next Process","Done","B-DMCP01-EM","(not set)",""
"4978","MO-ES-V-BULK/H0006","ES-TIS-MO6G/H0006","ES-TIS-MO6G/H0006/01/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Trivia Eye Shadow Indian Summer 6 g (Pc(s))","Next Process","Done","ES-TIS-MO6G","(not set)",""
"4979","MO-ES-PRPPH02-BULK/H0003","ES-PRPPH-EM3.3GR/H0003","ES-PRPPH-EM3.3GR/H0003/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","Done","ES-PRPPH-EM3.3GR","(not set)",""
"4980","MO-ES-W1D-02 BULK/H0003","ES-PRPPH-EM3.3GR/H0003","ES-PRPPH-EM3.3GR/H0003/01/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","Next Process","Done","ES-PRPPH-EM3.3GR","(not set)",""
"4981","MO-ES-W1F-01 BULK/H0013","ES-ECL-W3,3GR/H0008","ES-ECL-W3,3GR/H0008/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah EyeXpert Eyeshadow Classic 3,3 gr","Next Process","Done","ES-ECL-W3,3GR","(not set)",""
"4982","MO-B-ESFBBLP-BULK/H0013","B-SFLP-EM8G/H0006","B-SFLP-EM8G/H0006","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Sebum Fighter Loose Powder 8 g","Next Process","Done","B-SFLP-EM8G","(not set)",""
"4983","MO-B-SPC-BULK/H0002","B-SPC-MO13GR/H0002","B-SPC-MO13GR/H0002","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Shimmering Powder Chrystalist 13 gr","Next Process","Done","B-SPC-MO13GR","(not set)",""
"4984","MO-B-PT05-BULK/H0005","B-PT05-MO35G/H0005","B-PT05-MO35G/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 05 Snow 35 g (Pc(s))","Next Process","Done","B-PT05-MO35G","(not set)",""
"4985","MO-ES-RB-MO-BULK/H0006","ES-TIS-MO6G/H0006","ES-TIS-MO6G/H0006/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Trivia Eye Shadow Indian Summer 6 g (Pc(s))","Next Process","Done","ES-TIS-MO6G","(not set)",""
"4986","MO-ES-T-BULK/H0006","ES-TIS-MO6G/H0006","ES-TIS-MO6G/H0006/03/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Trivia Eye Shadow Indian Summer 6 g (Pc(s))","Next Process","Done","ES-TIS-MO6G","(not set)",""
"4987","MO-B-SPQ-BULK/H0002","B-SPQ-MO13GR/H0002","B-SPQ-MO13GR/H0002","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Shimmering Powder Quartza 13 gr","Next Process","Done","B-SPQ-MO13GR","(not set)",""
"4988","MO-ES-W0K-03 BULK/H0007","ES-ECL-W3,3GR/H0008","ES-ECL-W3,3GR/H0008/03/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah EyeXpert Eyeshadow Classic 3,3 gr","Next Process","Done","ES-ECL-W3,3GR","(not set)",""
"4989","MO-B-PT04-BULK/H0004","B-PT04-MO35G/H0004","B-PT04-MO35G/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 04 Toffee 35 g (Pc(s))","Next Process","Done","B-PT04-MO35G","(not set)",""
"4990","MO-B-PT03-BULK/H0006","B-PT03-MO35G/H0006","B-PT03-MO35G/H0006","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 03 Champagne 35 g (Pc(s)","Next Process","Done","B-PT03-MO35G","(not set)",""
"4991","MO-ES-BV-MO-BULK/H0007","ES-PRPNS-EM3.3GR/H0003","ES-PRPNS-EM3.3GR/H0003/03/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","Done","ES-PRPNS-EM3.3GR","(not set)",""
"4992","MO-ES-W0I-01 BULK/H0009","ES-PRPNS-EM3.3GR/H0003","ES-PRPNS-EM3.3GR/H0003/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","Done","ES-PRPNS-EM3.3GR","(not set)",""
"4993","MO-B-W1T3LFP01-BULK/H0015","B-W3ELFP01-W30G/H0015","B-W3ELFP01-W30G/H0015","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP01-W30G","(not set)",""
"4994","MO-B-PT02-BULK/H0015","B-PT02-MO35G/H0015","B-PT02-MO35G/H0015","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","Next Process","Done","B-PT02-MO35G","(not set)",""
"4995","MO-ES-W1F-01 BULK/H0012","ES-PRPNS-EM3.3GR/H0003","ES-PRPNS-EM3.3GR/H0003/01/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","Done","ES-PRPNS-EM3.3GR","(not set)",""
"4996","MO-B-BSLP-BULK/H0068","B-BSLP-EM/H0072","B-BSLP-EM/H0072","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"4997","MO-B-BSLP-BULK/H0067","B-BSLP-EM/H0071","B-BSLP-EM/H0071","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"4998","MO-B-BSLP-BULK/H0066","B-BSLP-EM/H0070","B-BSLP-EM/H0070","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"4999","MO-B-PT02-BULK/H0014","B-PT02-MO35G/H0014","B-PT02-MO35G/H0014","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","Next Process","Done","B-PT02-MO35G","(not set)",""
"5000","MO-B-BSLP-BULK/H0065","B-BSLP-EM/H0069","B-BSLP-EM/H0069","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"5001","MO-B-BSLP-BULK/H0064","B-BSLP-EM/H0068","B-BSLP-EM/H0068","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"5002","MO-B-BSLP-BULK/H0063","B-BSLP-EM/H0067","B-BSLP-EM/H0067","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"5003","MO-B-BSLP-BULK/H0062","B-BSLP-EM/H0066","B-BSLP-EM/H0066","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"5004","MO-B-BSLP-BULK/H0061","B-BSLP-EM/H0065","B-BSLP-EM/H0065","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","(not set)",""
"5005","MO-B-W1T3LFP02-BULK/H0019","B-W3ELFP02-W30G/H0019","B-W3ELFP02-W30G/H0019","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Face Powder 02 Beige 30 g (Pc(s))","Next Process","Done","B-W3ELFP02-W30G","(not set)",""
"5006","MO-B-PT01-BULK/H0015","B-PT01-MO35G/H0015","B-PT01-MO35G/H0015","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","Next Process","Done","B-PT01-MO35G","(not set)",""
"5007","MO-ES-W0I-03 BULK/H0007","ES-W0I-W3,3GR/H0007","ES-W0I-W3,3GR/H0007/01/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","(not set)",""
"5008","MO-ES-W0I-02 BULK/H0007","ES-W0I-W3,3GR/H0007","ES-W0I-W3,3GR/H0007/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","(not set)",""
"5009","MO-B-W1T3LFP03-BULK/H0010","B-W3ELFP03-W30G/H0010","B-W3ELFP03-W30G/H0010","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Face Powder 03 Ivory 30 g (Pc(s))","Next Process","Done","B-W3ELFP03-W30G","(not set)",""
"5010","MO-B-PT01-BULK/H0014","B-PT01-MO35G/H0014","B-PT01-MO35G/H0014","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","Next Process","Done","B-PT01-MO35G","(not set)",""
"5011","MO-B-W1T3LFP03-BULK/H0011","B-W3ELFP03-W30G/H0011","B-W3ELFP03-W30G/H0011","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Face Powder 03 Ivory 30 g (Pc(s))","Next Process","Done","B-W3ELFP03-W30G","(not set)",""
"5012","MO-TC-FC-MO-BULK/H0008","TC-FC-MO14G/H0008","TC-FC-MO14G/H0008/01/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Face Contour Kit 14 g (Pc(s))","Next Process","Done","TC-FC-MO14G","(not set)",""
"5013","MO-TC-FC02-MO-BULK/H0008","TC-FC-MO14G/H0008","TC-FC-MO14G/H0008/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Face Contour Kit 14 g (Pc(s))","Next Process","Done","TC-FC-MO14G","(not set)",""
"5014","-","DUSS-PMFN10R0-MO/H0007","DUSS-PMFN10R0-MO/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Dus Sticker Powerstay Matte Powder Foundation N10 MO","Next Process","Done","DUSS-PMFN10R0-MO","(not set)",""
"5015","MO-TC-IPPF06-BULK/H0002","TC-IPPF06-W/H0002","TC-IPPF06-W/H0002","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Instaperfect Matte Fit Powder Foundation 52 Almond 13 g","Next Process","Done","TC-IPPF06-W","(not set)",""
"5016","MO-B-W0T3LFP04-BULK/H0011","B-W3ELFP04-W30G/H0011","B-W3ELFP04-W30G/H0011","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Face Powder 04 Natural 30 g (Pc(s))","Next Process","Done","B-W3ELFP04-W30G","(not set)",""
"5017","MO-TC-PC02-BULK/H0029","TC-PC02-MO12G/H0011","TC-PC02-MO12G/H0011","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))","Next Process","Done","TC-PC02-MO12G","(not set)",""
"5018","MO-TC-PC03-BULK/H0040","TC-PC03-MO12G/H0011","TC-PC03-MO12G/H0011","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover TWC 03 Maple 12 g (Pc(s))","Next Process","Done","TC-PC03-MO12G","(not set)",""
"5019","MO-TC-PC04-BULK/H0038","TC-PC04-MO12G/H0007","TC-PC04-MO12G/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover TWC 04 Desert 12 g (Pc(s))","Next Process","Done","TC-PC04-MO12G","(not set)",""
"5020","MO-TC-PC05-BULK/H0022","TC-PC05-MO12G/H0007","TC-PC05-MO12G/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (Pc(s))","Next Process","Done","TC-PC05-MO12G","(not set)",""
"5021","MO-TC-PC08-BULK/H0033","TC-PC08-MO12G/H0006","TC-PC08-MO12G/H0006","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover TWC 08 Honey 12 g (Pc(s))","Next Process","Done","TC-PC08-MO12G","(not set)",""
"5022","MO-TC-PMN10-BULK/H0007","TC-PMN10-MO12G/H0007","TC-PMN10-MO12G/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","Next Process","Done","TC-PMN10-MO12G","(not set)",""
"5023","MO-TC-PMW33-BULK/H0007","TC-PMW33-MO12G/H0007","TC-PMW33-MO12G/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Powerstay Matte Powder Foundation W33 Honey Beige 12 g","Next Process","Done","TC-PMW33-MO12G","(not set)",""
"5024","MO-TC-PMW41-BULK/H0005","TC-PMW41-MO12G/H0005","TC-PMW41-MO12G/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","Next Process","Done","TC-PMW41-MO12G","(not set)",""
"5025","MO-TC-PMW42-BULK/H0005","TC-PMW42-MO12G/H0005","TC-PMW42-MO12G/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","Next Process","Done","TC-PMW42-MO12G","(not set)",""
"5026","MO-TC-PMW60-BULK/H0002","TC-PMW60-MO/H0002","TC-PMW60-MO/H0002","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Powerstay Matte Powder Foundation W60 Creme Cocoa 12 g","Next Process","Done","TC-PMW60-MO","(not set)",""
"5027","MO-BO-SST09-BULK/H0009","BO-SST09-MO3.5G/H0003","BO-SST09-RP-MO3,5GR/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER BO 09 Summer Twist Refill Pack 3.5 g (Pc(s))","Next Process","Done","BO-SST09-MO3.5G","(not set)",""
"5028","MO-TWC-CLFTF-BULK/H0003","TWC-CLFTF-W/H0003","TWC-CLFTF-W/H0003","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Colorfit Velvet Powder Foundation 43W Golden Sand 11 g","Next Process","Done","TWC-CLFTF-W","(not set)",""
"5029","MO-TC-R3LEC02-BULK/H0007","TC-R3LEC02-W/H0003","TC-R3LEC02-W/H0003","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","Next Process","Done","TC-R3LEC02-W","(not set)",""
"5030","MO-BASE-PC-BULK/H0014","BASE-PC-BULK/H0014","BASE-PC-BULK/H0014","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Base Perfect Cover Two Way Cake","Next Process","Done","BASE-PC-BULK","(not set)",""
"5031","MO-TC-R3LLF01-BULK/H0019","TC-R3LLF01-W/H0012","TC-R3LLF01-W/H0012","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Next Process","Done","TC-R3LLF01-W","(not set)",""
"5032","MO-TWC-CLFTA-BULK/H0004","TWC-CLFTA-W/H0004","TWC-CLFTA-W/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g","Next Process","Done","TWC-CLFTA-W","(not set)",""
"5033","MO-BASE-R3LLF-BULK/H0021","BASE-R3LLF-BULK/H0021","BASE-R3LLF-BULK/H0021","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Base Wardah Lightening Powder Foundation Light Feel","Next Process","Done","BASE-R3LLF-BULK","(not set)",""
"5034","MO-TC-R3LLF02-BULK/H0034","TC-R3LLF02-W/H0016","TC-R3LLF02-W/H0016","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","(not set)",""
"5035","MO-TC-R3LLF02-BULK/H0035","TC-R3LLF02-W/H0017","TC-R3LLF02-W/H0017","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","(not set)",""
"5036","MO-TWC-CLFTE-BULK/H0004","TWC-CLFTE-W/H0004","TWC-CLFTE-W/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g","Next Process","Done","TWC-CLFTE-W","(not set)",""
"5037","MO-BASE-R3LLF-BULK/H0020","BASE-R3LLF-BULK/H0020","BASE-R3LLF-BULK/H0020","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Base Wardah Lightening Powder Foundation Light Feel","Next Process","Done","BASE-R3LLF-BULK","(not set)",""
"5038","MO-TC-R3LLF03-BULK/H0029","TC-R3LLF03-W/H0013","TC-R3LLF03-W/H0013","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","Next Process","Done","TC-R3LLF03-W","(not set)",""
"5039","MO-TC-R3LLF03-BULK/H0030","TC-R3LLF03-W/H0014","TC-R3LLF03-W/H0014","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","Next Process","Done","TC-R3LLF03-W","(not set)",""
"5040","MO-TC-R3LLF04-BULK/H0022","TC-R3LLF04-W/H0012","TC-R3LLF04-W/H0012","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-R3LLF04-W","(not set)",""
"5041","MO-TC-IPMFPF11-BULK/H0013","TC-RIPMFPF11-W/H0004","TC-RIPMFPF11-W/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Instaperfect MATTE FIT Powder Foundation 11. FAIR 13 g","Next Process","Done","TC-RIPMFPF11-W","(not set)",""
"5042","MO-TC-IPMFPF12-BULK/H0012","TC-RIPMFPF12-W/H0002","TC-RIPMFPF12-W/H0002","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Instaperfect MATTE FIT Powder Foundation 12. IVORY 13 g","Next Process","Done","TC-RIPMFPF12-W","(not set)",""
"5043","MO-TC-PC01-BULK/H0011","TC-RPC01-MO12G/H0004","TC-RPC01-MO12G/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover Refill TWC 01 Lace 12 g (Pc(s))","Next Process","Done","TC-RPC01-MO12G","(not set)",""
"5044","MO-TC-PC02-BULK/H0030","TC-RPC02-MO12G/H0006","TC-RPC02-MO12G/H0006","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","Next Process","Done","TC-RPC02-MO12G","(not set)",""
"5045","MO-TC-PC04-BULK/H0039","TC-RPC04-MO12G/H0007","TC-RPC04-MO12G/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover Refill TWC 04 Desert 12 g (Pc(s))","Next Process","Done","TC-RPC04-MO12G","(not set)",""
"5046","MO-TC-PC08-BULK/H0034","TC-RPC08-MO12G/H0003","TC-RPC08-MO12G/H0003","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Perfect Cover Refill TWC 08 Honey 12 g (Pc(s))","Next Process","Done","TC-RPC08-MO12G","(not set)",""
"5047","MO-BASE-R3L-BULK/H0021","BASE-R3L-BULK/H0021","BASE-R3L-BULK/H0021","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Base Wardah Lightening Matte Powder","Next Process","Done","BASE-R3L-BULK","(not set)",""
"5048","MO-BASE-R3L-BULK/H0020","BASE-R3L-BULK/H0020","BASE-R3L-BULK/H0020","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Base Wardah Lightening Matte Powder","Next Process","Done","BASE-R3L-BULK","(not set)",""
"5049","-","BOTO-SBSLPR3-E/H0061","BOTO-SBSLPR3-E/H0061","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5050","-","BOTO-SBSLPR3-E/H0062","BOTO-SBSLPR3-E/H0062","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5051","MO-TC-R3LLF02-BULK/H0036","TC-RR3LLF02-W/H0015","TC-RR3LLF02-W/H0015","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"5052","MO-TC-R3LLF02-BULK/H0037","TC-RR3LLF02-W/H0016","TC-RR3LLF02-W/H0016","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"5053","-","BOTO-SBSLPR3-E/H0063","BOTO-SBSLPR3-E/H0063","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5054","-","BOTO-SBSLPR3-E/H0064","BOTO-SBSLPR3-E/H0064","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
